,Locality,Price_per_sft,Area,Property_Type,BHK number,
8891,Miyapur,5640,1507,  Apartment,3,
8892,Hafeezpet,5706,1507,  Apartment,3,
8893,Hafeezpet,5706,1507,  Apartment,3,
8894,Hafeezpet,5706,1507,  Apartment,3,
8895,Kondapur,5773,1507,  Apartment,3,
8896,Kondapur,5773,1507,  Apartment,3,
8897,Banjara Hills,4863,1645,  Apartment,3,
8898,Kukatpally,3992,2505,  Apartment,3,
8899,Mallapur,3912,2505,  Apartment,3,
8900,Kukatpally,5394,1205,  Apartment,2,
8901,Gajularamaram,4391,2505,  Apartment,3,
8902,Hitech City,4790,2505,  Apartment,3,
8903,Madhapur,5189,2505,  Apartment,3,
8904,Banjara Hills,5189,2505,  Apartment,3,
8905,Gachibowli,5791,1295,  Apartment,2,
8906,Puppalaguda,6999,2350,  Apartment,3,
8907,Chowdariguda,4307,1950,  Villa,3,
8908,Puppalaguda,5683,1126,  Apartment,2,
8909,Narsingi,5693,1370,  Apartment,3,
8910,Gachibowli,5432,1215,  Apartment,2,
8911,Miyapur,5867,1193,  Apartment,2,
8912,Miyapur,5437,1600,  Apartment,3,
8913,Bachupally,4823,1700,  Apartment,3,
8914,Kondapur,4417,1811,  Apartment,3,
8915,Moosapet,6083,1200,  Apartment,2,
8916,Patancheru,6745,2120,  Villa,3,
8917,Nanakramguda,3005,1730,  Apartment,3,
8918,Miyapur,6000,1100,  Apartment,2,
8919,Bachupally,3369,1950,  Apartment,3,
8920,Chandanagar,4417,1811,  Apartment,3,
8921,Aminpur,4417,1811,  Apartment,3,
8922,Kondapur,4129,1453,  Apartment,2,
8923,Nizampet,4969,1811,  Apartment,3,
8924,Hafeezpet,6454,1193,  Apartment,2,
8925,Hafeezpet,6016,1200,  Apartment,2,
8926,Manikonda,5381,1375,  Apartment,2,
8927,Moosapet,4633,1295,  Apartment,2,
8928,Bachupally,5875,1617,  Apartment,3,
8929,Kollur,4152,1710,  Apartment,3,
8930,Chandanagar,4971,1750,  Apartment,3,
8931,Bachupally,4952,1272,  Apartment,2,
8932,Miyapur,5926,1333,  Apartment,3,
8933,Tellapur,5972,1507,  Apartment,3,
8934,Nizampet,5454,1210,  Apartment,2,
8935,Hafeezpet,4981,1847,  Apartment,3,
8936,Kukatpally,6431,1446,  Apartment,3,
8937,Kukatpally,5461,1300,  Apartment,3,
8938,Kondapur,6613,1261,  Apartment,2,
8939,Miyapur,5429,1455,  Apartment,3,
8940,Kollur,4529,1435,  Apartment,3,
8941,Miyapur,4955,1453,  Apartment,2,
8942,Narsingi,6286,1193,  Apartment,2,
8943,Manikonda,5349,1215,  Apartment,2,
8944,Tellapur,2500,2070,  Apartment,3,
8945,Tellapur,3500,1530,  Apartment,3,
8946,Balanagar,5855,1110,  Apartment,2,
8947,Kondapur,7300,1296,  Apartment,2,
8948,Puppalaguda,6999,2300,  Apartment,3,
8949,Keesara Daira,4821,2800,  Villa,3,
8950,Bacharam,4823,1700,  Independent House,3,
8951,Puppalaguda,6900,2170,  Apartment,3,
8952,Dundigal,5398,2250,  Villa,3,
8953,Dundigal,5238,2100,  Villa,3,
8954,Kollur,5385,1337,  Apartment,2,
8955,Madhapur,6298,1159,  Apartment,2,
8956,Puppalaguda,6923,1950,  Apartment,3,
8957,Puppalaguda,6685,1795,  Apartment,3,
8958,Kondapur,6299,1300,  Apartment,2,
8959,Madhapur,6484,1650,  Apartment,3,
8960,Alwal,6851,2700,  Villa,3,
8961,Appa Junction,6600,1294,  Apartment,3,
8962,Balanagar,4999,1527,  Apartment,3,
8963,Kothapet,7000,1410,  Apartment,3,
8964,Medchal,6851,2700,  Villa,3,
8965,Narsingi,6500,1250,  Apartment,2,
8966,Kukatpally,5599,1258,  Apartment,2,
8967,Kompally,4999,1070,  Apartment,2,
8968,Bollaram Industrial Area,6851,2700,  Villa,3,
8969,Suraram,4999,1126,  Apartment,2,
8970,Suraram,4999,1078,  Apartment,2,
8971,Serilingampally,4560,1250,  Apartment,2,
8972,Badangpet,4700,677,  Apartment,1,
8973,Balanagar,4999,1126,  Apartment,2,
8974,Bahadurpally,4999,1126,  Apartment,2,
8975,Manikonda,6000,1900,  Apartment,3,
8976,Suraram,4999,1078,  Apartment,2,
8977,Gachibowli,6500,1250,  Apartment,2,
8978,BHEL,4499,1134,  Apartment,2,
8979,Patancheru,4560,1250,  Apartment,2,
8980,Kompally,4999,1078,  Apartment,2,
8981,Bahadurpally,4999,1289,  Apartment,3,
8982,Patancheru,4560,1250,  Apartment,2,
8983,Kompally,4999,1116,  Apartment,2,
8984,Patancheru,4560,1250,  Apartment,2,
8985,Suraram,4999,1126,  Apartment,2,
8986,Suraram,4999,1078,  Apartment,2,
8987,Serilingampally,4560,1250,  Apartment,2,
8988,Kothapet,7000,1410,  Apartment,3,
8989,Medchal,6851,2700,  Villa,3,
8990,Narsingi,6500,1250,  Apartment,2,
8991,Kukatpally,5599,1258,  Apartment,2,
8992,Kompally,4999,1070,  Apartment,2,
8993,Bollaram Industrial Area,6851,2700,  Villa,3,
8994,Badangpet,4700,677,  Apartment,1,
8995,Balanagar,4999,1126,  Apartment,2,
8996,Boduppal,3666,4500,  Independent House,4,
8997,Kukatpally,5802,1215,  Apartment,2,
8998,Kukatpally,5468,1289,  Apartment,2,
8999,Gachibowli,11289,1993,  Apartment,3,
9000,Kompally,3900,1925,  Apartment,3,
9001,Mokila,9000,2780,  Villa,3,
9002,Ghatkesar,7750,2745,  Villa,3,
9003,Uppal,5500,1501,  Apartment,3,
9004,Patancheru,5400,2475,  Villa,3,
9005,Puppalaguda,6200,1280,  Apartment,2,
9006,Tellapur,7390,1935,  Apartment,2,
9007,Patancheru,5400,2474,  Villa,3,
9008,Pragathi Nagar Kukatpally,5793,1260,  Apartment,2,
9009,Kokapet,6999,1960,  Apartment,3,
9010,Isnapur,4198,2600,  Villa,4,
9011,Ghatkesar,5000,2220,  Apartment,3,
9012,Bandlaguda Jagir,5187,1600,  Apartment,3,
9013,Bandlaguda Jagir,5204,1220,  Apartment,2,
9014,Ghatkesar,5000,1230,  Apartment,2,
9015,Ghatkesar,7000,1500,  Villa,3,
9016,Ghatkesar,5000,1640,  Apartment,3,
9017,muthangi,7200,1000,  Villa,3,
9018,Tellapur,7391,1265,  Apartment,2,
9019,Bandlaguda Jagir,5210,1190,  Apartment,2,
9020,Bandlaguda Jagir,5187,1600,  Apartment,3,
9021,Pragathi Nagar Kukatpally,5952,1260,  Apartment,2,
9022,Sultanpur,5199,2780,  Villa,3,
9023,Serilingampally,6200,1530,  Apartment,3,
9024,muthangi,5076,1500,  Independent House,2,
9025,Tellapur,5709,2020,  Apartment,3,
9026,Ghatkesar,5000,1225,  Apartment,2,
9027,Ghatkesar,7750,3200,  Villa,3,
9028,Kollur,10573,2320,  Villa,3,
9029,Miyapur,6800,1710,  Apartment,3,
9030,Miyapur,5699,1839,  Apartment,3,
9031,Mokila,8499,3333,  Villa,5,
9032,Medchal,6000,1635,  Apartment,3,
9033,Uppal,7000,1500,  Villa,3,
9034,Miyapur,6499,1839,  Apartment,3,
9035,Kollur,5399,1250,  Apartment,2,
9036,Manikonda,6700,1960,  Apartment,3,
9037,Adibatla,3523,1050,  Apartment,2,
9038,Kollur,5399,1665,  Apartment,3,
9039,LB Nagar,5900,2274,  Apartment,3,
9040,LB Nagar,5900,2465,  Apartment,3,
9041,Bandlaguda Jagir,5210,1190,  Apartment,2,
9042,Bandlaguda Jagir,5210,1190,  Apartment,2,
9043,Kukatpally,5802,1215,  Apartment,2,
9044,Kukatpally,5468,1289,  Apartment,2,
9045,Gachibowli,11289,1993,  Apartment,3,
9046,Hayathnagar,4250,2000,  Villa,3,
9047,Desh Mukhi,6500,2999,  Villa,3,
9048,Hafeezpet,6000,1465,  Apartment,3,
9049,Cherlapalli,5217,2300,  Independent House,3,
9050,Balanagar,4999,1142,  Apartment,3,
9051,Bandlaguda Jagir,5187,1600,  Apartment,3,
9052,Bandlaguda Jagir,5204,1220,  Apartment,2,
9053,Hafeezpet,5859,1280,  Apartment,2,
9054,Moosapet,4560,1535,  Apartment,3,
9055,Moosapet,4555,1800,  Apartment,3,
9056,Miyapur,5401,1555,  Apartment,3,
9057,Nizampet,5401,1555,  Apartment,3,
9058,Moosapet,4500,1800,  Apartment,3,
9059,Bachupally,4500,1800,  Apartment,3,
9060,Hafeezpet,6222,1575,  Apartment,3,
9061,Bachupally,6222,1575,  Apartment,3,
9062,Aminpur,7120,1250,  Apartment,2,
9063,Hitech City,5666,1200,  Apartment,2,
9064,Miyapur,5384,1300,  Apartment,3,
9065,Kukatpally,6400,1500,  Apartment,3,
9066,Kukatpally,6434,1150,  Apartment,2,
9067,Miyapur,6999,1710,  Apartment,3,
9068,Narsingi,6899,3200,  Apartment,3,
9069,Malkajgiri,6048,1200,  Apartment,2,
9070,Miyapur,6999,1330,  Apartment,2,
9071,Narsingi,6899,1475,  Apartment,2,
9072,Attapur,14500,4007,  Villa,4,
9073,Attapur,14500,2364,  Villa,4,
9074,Miyapur,5699,1210,  Apartment,2,
9075,Malkajgiri,5999,1500,  Apartment,2,
9076,Attapur,14500,6851,  Villa,6,
9077,Tukkuguda,7500,3060,  Villa,4,
9078,Patighanpur,12869,3765,  Villa,3,
9079,Miyapur,6999,1880,  Apartment,3,
9080,Narsingi,6899,1375,  Apartment,2,
9081,Nacharam,5900,1335,  Apartment,3,
9082,Mallapur,4999,1404,  Apartment,3,
9083,Kapra,5084,1770,  Apartment,3,
9084,Attapur,14500,4375,  Villa,4,
9085,Attapur,14500,4562,  Villa,4,
9086,Kapra,5241,1240,  Apartment,2,
9087,Attapur,14500,4750,  Villa,5,
9088,Attapur,14500,3379,  Villa,4,
9089,Kompally,5000,1165,  Apartment,2,
9090,Miyapur,5699,1715,  Apartment,3,
9091,Malkajgiri,5999,1100,  Apartment,2,
9092,Aminpur,5647,1150,  Apartment,2,
9093,Miyapur,6999,1200,  Apartment,2,
9094,Kompally,5200,1456,  Apartment,2,
9095,Nizampet,5700,1250,  Apartment,2,
9096,Kompally,5000,1560,  Apartment,3,
9097,Attapur,14500,2466,  Villa,4,
9098,Bachupally,4655,1160,  Apartment,2,
9099,Bachupally,7200,1110,  Apartment,2,
9100,Balanagar,6818,1100,  Apartment,2,
9101,Nizampet,7200,1110,  Apartment,2,
9102,Narsingi,6000,1294,  Apartment,3,
9103,Narsingi,6000,1294,  Apartment,3,
9104,Balanagar,6818,1100,  Apartment,2,
9105,Miyapur,7200,1110,  Apartment,2,
9106,Bachupally,7200,1110,  Apartment,2,
9107,Gachibowli,7788,1117,  Apartment,2,
9108,Miyapur,7581,1253,  Apartment,2,
9109,Madhapur,7581,1253,  Apartment,2,
9110,Bachupally,7200,1110,  Apartment,2,
9111,Kondapur,7581,1253,  Apartment,2,
9112,Pragathi Nagar Kukatpally,7200,1110,  Apartment,2,
9113,Moosapet,6818,1100,  Apartment,2,
9114,Pragathi Nagar Kukatpally,7200,1110,  Apartment,2,
9115,BHEL,5142,1050,  Apartment,2,
9116,Miyapur,7200,1110,  Apartment,2,
9117,Hafeezpet,7581,1253,  Apartment,2,
9118,Moula Ali,7346,2450,  Villa,3,
9119,Dammaiguda,6250,1200,  Independent House,2,
9120,Dammaiguda,6818,1100,  Independent House,2,
9121,Suchitra,4999,1116,  Apartment,2,
9122,Balanagar,4999,957,  Apartment,2,
9123,Puppalaguda,7000,1460,  Apartment,3,
9124,Bachupally,5599,1510,  Apartment,3,
9125,Bachupally,5299,1285,  Apartment,2,
9126,Miyapur,6700,1240,  Apartment,2,
9127,Velimela,3500,1260,  Apartment,2,
9128,Velimela,3499,1295,  Apartment,2,
9129,Velimela,3500,1415,  Apartment,2,
9130,Hafeezpet,4458,1839,  Apartment,4,
9131,Chandanagar,4458,1839,  Apartment,4,
9132,Hyder Nagar,4458,1839,  Apartment,3,
9133,Hyder Nagar,4971,1750,  Apartment,3,
9134,Hyder Nagar,4129,1453,  Apartment,2,
9135,Hyder Nagar,4417,1811,  Apartment,3,
9136,Hyder Nagar,4952,1272,  Apartment,2,
9137,Bowenpally,5322,1193,  Apartment,3,
9138,Kondakal,5833,1560,  Apartment,3,
9139,Gowlipura,6074,1200,  Apartment,2,
9140,Hyder Nagar,4969,1811,  Apartment,3,
9141,Moosapet,4500,1600,  Apartment,2,
9142,Kukatpally,5700,2325,  Apartment,3,
9143,Kukatpally,6700,1455,  Apartment,3,
9144,Serilingampally,4900,1120,  Apartment,2,
9145,Tellapur,4900,1565,  Apartment,3,
9146,Kondapur,5700,1455,  Apartment,3,
9147,Hyder Nagar,4952,1272,  Apartment,2,
9148,Gachibowli,6700,1535,  Apartment,3,
9149,Hafeezpet,5700,1640,  Apartment,3,
9150,Kollur,4911,1730,  Apartment,3,
9151,Kollur,4900,1295,  Apartment,2,
9152,Gachibowli,4900,1820,  Apartment,3,
9153,Miyapur,6451,1550,  Apartment,3,
9154,Miyapur,6555,1678,  Apartment,3,
9155,Miyapur,6882,1344,  Apartment,2,
9156,Miyapur,6615,1678,  Apartment,3,
9157,Miyapur,6394,1251,  Apartment,2,
9158,Nizampet,5700,1575,  Apartment,3,
9159,Hafeezpet,6700,1206,  Apartment,2,
9160,Miyapur,5500,1509,  Apartment,3,
9161,Tellapur,5900,1205,  Apartment,2,
9162,Kokapet,9000,1400,  Apartment,3,
9163,Tellapur,5900,1511,  Apartment,3,
9164,Hafeezpet,6500,1500,  Apartment,3,
9165,Aminpur,5500,1270,  Apartment,2,
9166,Miyapur,5516,1839,  Apartment,3,
9167,Aminpur,5564,1240,  Apartment,2,
9168,Tellapur,5900,1710,  Apartment,3,
9169,Suchitra,5200,1456,  Apartment,2,
9170,Gandi Maisamma,5500,1200,  Apartment,2,
9171,Aminpur,5500,1839,  Apartment,3,
9172,Miyapur,6451,1550,  Apartment,3,
9173,Miyapur,6520,1273,  Apartment,2,
9174,Miyapur,6422,1448,  Apartment,3,
9175,Miyapur,6400,1584,  Apartment,3,
9176,Miyapur,6407,1311,  Apartment,2,
9177,Miyapur,6400,1603,  Apartment,3,
9178,Miyapur,6400,1448,  Apartment,3,
9179,Miyapur,6474,1251,  Apartment,2,
9180,Gandi Maisamma,4974,1580,  Apartment,3,
9181,Kukatpally,8500,1750,  Apartment,3,
9182,Mansoorabad,5500,1550,  Apartment,3,
9183,Nizampet,6250,1200,  Apartment,2,
9184,Miyapur,5500,1509,  Apartment,3,
9185,Tellapur,5900,1205,  Apartment,2,
9186,Kokapet,9000,1400,  Apartment,3,
9187,Tellapur,5900,1511,  Apartment,3,
9188,Hafeezpet,6500,1500,  Apartment,3,
9189,Aminpur,5500,1270,  Apartment,2,
9190,Miyapur,5516,1839,  Apartment,3,
9191,Aminpur,5564,1240,  Apartment,2,
9192,Miyapur,6451,1550,  Apartment,3,
9193,Miyapur,6402,1273,  Apartment,2,
9194,Miyapur,6659,1344,  Apartment,2,
9195,Miyapur,6496,1493,  Apartment,3,
9196,Miyapur,6425,1603,  Apartment,3,
9197,Miyapur,6559,1555,  Apartment,3,
9198,Miyapur,6474,1251,  Apartment,2,
9199,Miyapur,6422,1448,  Apartment,3,
9200,Miyapur,6734,1678,  Apartment,3,
9201,Miyapur,6734,1678,  Apartment,3,
9202,Miyapur,6554,1251,  Apartment,2,
9203,Miyapur,6400,1493,  Apartment,3,
9204,Miyapur,6495,1555,  Apartment,3,
9205,Miyapur,6407,1311,  Apartment,2,
9206,Miyapur,6464,1584,  Apartment,3,
9207,Miyapur,6555,1678,  Apartment,3,
9208,Miyapur,6882,1344,  Apartment,2,
9209,Miyapur,6615,1678,  Apartment,3,
9210,Miyapur,6394,1251,  Apartment,2,
9211,Miyapur,6402,1273,  Apartment,2,
9212,Hitech City,4592,1350,  Apartment,3,
9213,Hafeezpet,6454,1193,  Apartment,2,
9214,Serilingampally,6000,2125,  Apartment,3,
9215,Pedda Amberpet,4315,2500,  Villa,3,
9216,Desh Mukhi,4540,2500,  Independent House,3,
9217,LB Nagar,4369,2500,  Independent House,3,
9218,Pedda Amberpet,4250,2000,  Independent House,3,
9219,Pasumamula,6500,2040,  Villa,3,
9220,Hayathnagar,6500,3108,  Villa,3,
9221,Pedda Amberpet,7811,2186,  Villa,3,
9222,Hayathnagar,6494,2186,  Villa,3,
9223,Hayathnagar,6500,2622,  Villa,3,
9224,Bahadurpally,5200,1078,  Apartment,2,
9225,Kukatpally,6909,1100,  Apartment,2,
9226,Kukatpally,6818,1100,  Apartment,2,
9227,Bahadurpally,5200,1289,  Apartment,3,
9228,Kukatpally,6909,1100,  Apartment,2,
9229,Bahadurpally,5200,1142,  Apartment,3,
9230,Kukatpally,6909,1100,  Apartment,2,
9231,Kukatpally,6818,1100,  Apartment,2,
9232,Jeedimetla,5200,1078,  Apartment,2,
9233,Suchitra,5200,1078,  Apartment,2,
9234,Suchitra,5200,1078,  Apartment,2,
9235,Pati,3500,1290,  Apartment,2,
9236,Puppalaguda,7500,1950,  Apartment,3,
9237,Puppalaguda,7500,2050,  Apartment,3,
9238,Kukatpally,6818,1100,  Apartment,2,
9239,Kukatpally,6909,1100,  Apartment,2,
9240,Jeedimetla,5200,1289,  Apartment,3,
9241,Suchitra,5200,1070,  Apartment,2,
9242,Suchitra,5200,1126,  Apartment,2,
9243,Bahadurpally,5200,1126,  Apartment,2,
9244,Puppalaguda,7500,1950,  Apartment,3,
9245,Suchitra,5200,1126,  Apartment,2,
9246,Balanagar,5200,1289,  Apartment,3,
9247,Bahadurpally,5200,957,  Apartment,2,
9248,Puppalaguda,7500,2050,  Apartment,3,
9249,Kukatpally,6909,1100,  Apartment,2,
9250,Serilingampally,4500,1290,  Apartment,2,
9251,Suchitra,5200,1289,  Apartment,3,
9252,Puppalaguda,7500,1950,  Apartment,3,
9253,Suchitra,5200,957,  Apartment,2,
9254,Pati,3500,1290,  Apartment,2,
9255,Bahadurpally,5200,1078,  Apartment,2,
9256,Bahadurpally,5200,1070,  Apartment,2,
9257,Kukatpally,6818,1100,  Apartment,2,
9258,Suchitra,5200,957,  Apartment,2,
9259,Jeedimetla,5200,1126,  Apartment,2,
9260,Bahadurpally,5200,1126,  Apartment,2,
9261,Puppalaguda,7500,1950,  Apartment,3,
9262,Puppalaguda,7500,1950,  Apartment,3,
9263,Puppalaguda,7500,2050,  Apartment,3,
9264,Kukatpally,6818,1100,  Apartment,2,
9265,Kukatpally,6909,1100,  Apartment,2,
9266,Jeedimetla,5200,1289,  Apartment,3,
9267,Suchitra,5200,1126,  Apartment,2,
9268,Balanagar,5200,1289,  Apartment,3,
9269,Bahadurpally,5200,957,  Apartment,2,
9270,Puppalaguda,7500,2050,  Apartment,3,
9271,Kukatpally,6909,1100,  Apartment,2,
9272,Serilingampally,4500,1290,  Apartment,2,
9273,Kondapur,5798,1690,  Apartment,3,
9274,Gachibowli,5739,1690,  Apartment,3,
9275,Bahadurpally,4999,957,  Apartment,2,
9276,Suchitra,4999,1126,  Apartment,2,
9277,Suchitra,4999,1289,  Apartment,3,
9278,Suchitra,4999,1070,  Apartment,2,
9279,BHEL,4560,1250,  Apartment,2,
9280,Kompally,4999,1126,  Apartment,2,
9281,Jeedimetla,4999,1078,  Apartment,2,
9282,BHEL,4560,1250,  Apartment,2,
9283,BHEL,4560,1250,  Apartment,2,
9284,BHEL,4560,1250,  Apartment,2,
9285,Appa Junction,5600,1294,  Apartment,3,
9286,Appa Junction,4585,1294,  Apartment,3,
9287,Bollaram Industrial Area,5000,1300,  Apartment,2,
9288,Nizampet,5882,1700,  Apartment,3,
9289,Bachupally,4799,1848,  Apartment,3,
9290,LB Nagar,6500,2040,  Villa,3,
9291,LB Nagar,6500,2040,  Villa,3,
9292,LB Nagar,6500,2040,  Villa,3,
9293,LB Nagar,6500,2627,  Villa,3,
9294,LB Nagar,6500,2627,  Villa,3,
9295,Pedda Amberpet,6500,2999,  Villa,3,
9296,LB Nagar,6500,2627,  Villa,3,
9297,Pedda Amberpet,6500,2999,  Villa,3,
9298,Hayathnagar,7811,2186,  Villa,3,
9299,Pedda Amberpet,6494,2186,  Villa,3,
9300,Hayathnagar,6500,2999,  Villa,3,
9301,Hayathnagar,6500,2999,  Villa,3,
9302,Kompally,5178,1120,  Apartment,2,
9303,Kompally,5178,1120,  Apartment,2,
9304,Kondapur,5705,1700,  Apartment,3,
9305,Kokapet,6981,2120,  Apartment,3,
9306,Kokapet,7086,1905,  Apartment,3,
9307,Kukatpally,4633,1295,  Apartment,2,
9308,Kukatpally,4633,1295,  Apartment,2,
9309,Madhapur,4692,1300,  Apartment,2,
9310,Kompally,4600,1213,  Apartment,2,
9311,LB Nagar,4462,2465,  Apartment,4,
9312,Moosapet,4604,1455,  Apartment,3,
9313,Moosapet,6000,1295,  Apartment,2,
9314,Moosapet,5045,1645,  Apartment,3,
9315,Moosapet,4784,1505,  Apartment,3,
9316,Bacharam,6999,1500,  Villa,3,
9317,Appa Junction,6000,1294,  Apartment,3,
9318,Gachibowli,8260,1150,  Apartment,2,
9319,Gachibowli,8260,1150,  Apartment,2,
9320,Gachibowli,7826,1150,  Apartment,2,
9321,Narsingi,6900,1294,  Apartment,3,
9322,Appa Junction,6000,1294,  Apartment,3,
9323,Appa Junction,6000,1294,  Apartment,3,
9324,Gachibowli,8260,1150,  Apartment,2,
9325,Gachibowli,8260,1150,  Apartment,2,
9326,Pati,4500,1290,  Apartment,2,
9327,Appa Junction,6000,1294,  Apartment,3,
9328,Appa Junction,6000,1294,  Apartment,3,
9329,Appa Junction,6000,1294,  Apartment,3,
9330,Gachibowli,7609,1117,  Apartment,2,
9331,Gachibowli,8260,1150,  Apartment,2,
9332,Appa Junction,6000,1294,  Apartment,3,
9333,Appa Junction,6000,1294,  Apartment,3,
9334,Gachibowli,8260,1150,  Apartment,2,
9335,Gachibowli,8260,1150,  Apartment,2,
9336,Pati,4500,1290,  Apartment,2,
9337,Gachibowli,7826,1150,  Apartment,2,
9338,Gachibowli,7589,1120,  Apartment,2,
9339,Quthbullapur,5178,1120,  Apartment,2,
9340,Bachupally,4642,1120,  Apartment,2,
9341,Bolarum,4863,1460,  Apartment,3,
9342,Suchitra,4864,1480,  Apartment,3,
9343,Trimalgherry,5787,1600,  Apartment,3,
9344,LB Nagar,4612,3035,  Apartment,4,
9345,Miyapur,5968,1440,  Apartment,2,
9346,Patancheru,4667,940,  Apartment,2,
9347,Tellapur,4999,1100,  Apartment,2,
9348,Tellapur,4999,1050,  Apartment,2,
9349,Kompally,4500,1150,  Apartment,2,
9350,Kompally,4422,1108,  Apartment,2,
9351,Kompally,4500,1279,  Apartment,2,
9352,Kompally,4500,1345,  Apartment,3,
9353,Kompally,4500,1639,  Apartment,3,
9354,Ghatkesar,4471,1230,  Apartment,2,
9355,Kukatpally,6351,1480,  Apartment,3,
9356,Moosapet,6089,1790,  Apartment,3,
9357,Bachupally,7024,1210,  Apartment,2,
9358,Alwal,5089,1120,  Apartment,2,
9359,Kondapur,7047,2100,  Villa,3,
9360,Suchitra,5000,1400,  Apartment,3,
9361,Osman Nagar,6563,1725,  Apartment,3,
9362,Nizampet,4478,1295,  Apartment,2,
9363,Kukatpally,4555,1295,  Apartment,2,
9364,Kukatpally,5102,1215,  Apartment,2,
9365,Miyapur,3459,1850,  Apartment,2,
9366,Chandanagar,5859,1280,  Apartment,2,
9367,Miyapur,5403,1240,  Apartment,2,
9368,Nizampet,5429,1455,  Apartment,3,
9369,Chandanagar,5154,1455,  Apartment,3,
9370,Chandanagar,5102,1215,  Apartment,2,
9371,Miyapur,4699,1375,  Apartment,3,
9372,Bachupally,4700,1370,  Apartment,3,
9373,Serilingampally,5793,1260,  Apartment,2,
9374,Alwal,4910,1120,  Apartment,2,
9375,Bachupally,4642,1120,  Apartment,2,
9376,Moula Ali,5689,5800,  Independent House,7,
9377,Puppalaguda,6500,1200,  Apartment,2,
9378,Puppalaguda,6500,1200,  Apartment,2,
9379,Puppalaguda,6500,1200,  Apartment,2,
9380,Puppalaguda,6500,1200,  Apartment,2,
9381,Puppalaguda,6500,1050,  Apartment,2,
9382,Puppalaguda,6500,1050,  Apartment,2,
9383,Puppalaguda,6500,1050,  Apartment,2,
9384,Puppalaguda,6500,1050,  Apartment,2,
9385,Puppalaguda,6500,1050,  Apartment,2,
9386,Manikonda,6500,1050,  Apartment,2,
9387,Manikonda,6500,1050,  Apartment,2,
9388,Manikonda,6500,1050,  Apartment,2,
9389,Manikonda,6500,1050,  Apartment,2,
9390,Manikonda,6500,1050,  Apartment,2,
9391,Narsingi,6500,1200,  Apartment,2,
9392,Narsingi,6500,1200,  Apartment,2,
9393,Narsingi,6500,1200,  Apartment,2,
9394,Narsingi,6500,1200,  Apartment,2,
9395,Narsingi,6500,1200,  Apartment,2,
9396,Narsingi,6500,1050,  Apartment,2,
9397,Narsingi,6500,1050,  Apartment,2,
9398,Narsingi,6500,1050,  Apartment,2,
9399,Narsingi,6500,1050,  Apartment,2,
9400,Narsingi,6500,1050,  Apartment,2,
9401,Kistareddypet,4380,1050,  Apartment,2,
9402,Kistareddypet,4380,1050,  Apartment,2,
9403,Kistareddypet,4380,1050,  Apartment,2,
9404,Kistareddypet,4380,1050,  Apartment,2,
9405,Kistareddypet,4380,1050,  Apartment,2,
9406,BHEL,4380,1050,  Apartment,2,
9407,BHEL,4380,1050,  Apartment,2,
9408,BHEL,4380,1050,  Apartment,2,
9409,BHEL,4380,1050,  Apartment,2,
9410,BHEL,4380,1050,  Apartment,2,
9411,Boduppal,4615,2600,  Independent House,3,
9412,Tarnaka,4487,1025,  Apartment,2,
9413,Pragathi Nagar Kukatpally,6333,1200,  Apartment,2,
9414,Bolarum,5178,1120,  Apartment,2,
9415,Suchitra,5267,1120,  Apartment,2,
9416,Sainikpuri,6041,2731,  Apartment,4,
9417,Kukatpally,6000,1300,  Apartment,2,
9418,Kukatpally,6349,1575,  Apartment,3,
9419,Kukatpally,6166,1200,  Apartment,2,
